onset	duration	trial_type	image_type	image_num	response	reaction_time	trial_num	onset_orig	duration_orig	trial_type_orig	rating_par_orig
1.01278728999978	5	attend	negative	57	n/a	n/a	1	1.0128	5	att_neg	n/a
8.01619845699997	3	rate	n/a	n/a	98	1.51903729899959	1	8.0162	3	rating_par	-0.9333
13.011662854	5	attend	neutral	108	n/a	n/a	2	13.0117	5	att_neut	n/a
19.0025581769996	3	rate	n/a	n/a	98	0.624792049000007	2	19.0026	3	rating_par	-0.9333
29.0098552499999	5	attend	negative	60	n/a	n/a	3	29.0099	5	att_neg	n/a
37.0090586229999	3	rate	n/a	n/a	103	1.22045716100001	3	37.0091	3	rating_par	1.0667
43.0166686429998	5	suppress	negative	75	n/a	n/a	4	43.0167	5	suppr_neg	n/a
49.0078885869998	3	rate	n/a	n/a	121	1.80625388299995	4	49.0079	3	rating_par	0.0667
53.007442827	5	suppress	negative	64	n/a	n/a	5	53.0074	5	suppr_neg	n/a
60.010787488	3	rate	n/a	n/a	98	0.931859635999899	5	60.0108	3	rating_par	-0.9333
65.006161715	5	suppress	negative	76	n/a	n/a	6	65.0062	5	suppr_neg	n/a
71.0138894339998	3	rate	n/a	n/a	121	1.0930995839999	6	71.0139	3	rating_par	0.0667
77.0049581249996	5	suppress	negative	67	n/a	n/a	7	77.005	5	suppr_neg	n/a
84.0083948749998	3	rate	n/a	n/a	103	0.646016280999902	7	84.0084	3	rating_par	1.0667
89.003643689	5	attend	neutral	101	n/a	n/a	8	89.0036	5	att_neut	n/a
95.0113930749999	3	rate	n/a	n/a	98	0.919447497999954	8	95.0114	3	rating_par	-0.9333
99.01093352	5	attend	negative	47	n/a	n/a	9	99.0109	5	att_neg	n/a
105.002083364	3	rate	n/a	n/a	121	1.45706729700032	9	105.0021	3	rating_par	0.0667
111.009759823	5	attend	negative	53	n/a	n/a	10	111.0098	5	att_neg	n/a
119.00893592	3	rate	n/a	n/a	114	0.761769275000006	10	119.0089	3	rating_par	2.0667
127.008112106	5	suppress	negative	71	n/a	n/a	11	127.0081	5	suppr_neg	n/a
134.01158128	3	rate	n/a	n/a	103	0.463355978999971	11	134.0116	3	rating_par	1.0667
141.014946886	5	attend	neutral	119	n/a	n/a	12	141.0149	5	att_neut	n/a
147.005988545	3	rate	n/a	n/a	98	0.592604629000107	12	147.006	3	rating_par	-0.9333
151.005585596	5	attend	negative	44	n/a	n/a	13	151.0056	5	att_neg	n/a
159.004755419	3	rate	n/a	n/a	114	0.559337508000226	13	159.0048	3	rating_par	2.0667
170.007759013	5	attend	neutral	114	n/a	n/a	14	170.0078	5	att_neut	n/a
177.011290569	3	rate	n/a	n/a	98	0.657038383999861	14	177.0113	3	rating_par	-0.9333
183.002341207	5	attend	negative	54	n/a	n/a	15	183.0023	5	att_neg	n/a
190.005682502	3	rate	n/a	n/a	121	1.24803986999996	15	190.0057	3	rating_par	0.0667
194.005357324	5	attend	neutral	105	n/a	n/a	16	194.0054	5	att_neut	n/a
201.00867025	3	rate	n/a	n/a	98	0.553778178999892	16	201.0087	3	rating_par	-0.9333
205.00824567	5	attend	neutral	118	n/a	n/a	17	205.0082	5	att_neut	n/a
212.011770275	3	rate	n/a	n/a	98	0.657082302999697	17	212.0118	3	rating_par	-0.9333
217.006916079	5	suppress	negative	66	n/a	n/a	18	217.0069	5	suppr_neg	n/a
223.014769595	3	rate	n/a	n/a	121	1.42416942499995	18	223.0148	3	rating_par	0.0667
233.005390021	5	attend	neutral	107	n/a	n/a	19	233.0054	5	att_neut	n/a
