onset	duration	trial_type	image_type	image_num	response	reaction_time	trial_num	onset_orig	duration_orig	trial_type_orig	rating_par_orig	subject	run	phase	run_onset
29.001811637	5	attend	negative	14	n/a	n/a	3	29.0018	5.0	att_neg	n/a	11	1	1	29.001811637
41.017060156	5	suppress	negative	40	n/a	n/a	4	41.0171	5.0	suppr_neg	n/a	11	1	1	41.017060156
53.015928565	5	suppress	negative	36	n/a	n/a	5	53.0159	5.0	suppr_neg	n/a	11	1	1	53.015928565
69.014188644	5	attend	negative	10	n/a	n/a	6	69.0142	5.0	att_neg	n/a	11	1	1	69.014188644
83.00451269	5	suppress	negative	23	n/a	n/a	7	83.0045	5.0	suppr_neg	n/a	11	1	1	83.00451269
100.01519208	5	attend	neutral	112	n/a	n/a	8	100.0152	5.0	att_neut	n/a	11	1	1	100.01519208
111.001540161	5	attend	neutral	113	n/a	n/a	9	111.0015	5.0	att_neut	n/a	11	1	1	111.001540161
121.008779094	5	suppress	negative	27	n/a	n/a	10	121.0088	5.0	suppr_neg	n/a	11	1	1	121.008779094
139.015374863	5	attend	negative	11	n/a	n/a	11	139.0154	5.0	att_neg	n/a	11	1	1	139.015374863
150.001826696	5	attend	neutral	117	n/a	n/a	12	150.0018	5.0	att_neut	n/a	11	1	1	150.001826696
163.012794373	5	suppress	negative	39	n/a	n/a	13	163.0128	5.0	suppr_neg	n/a	11	1	1	163.012794373
176.007328255	5	attend	neutral	101	n/a	n/a	14	176.0073	5.0	att_neut	n/a	11	1	1	176.007328255
188.0060541	5	attend	neutral	120	n/a	n/a	15	188.0061	5.0	att_neut	n/a	11	1	1	188.0060541
201.017238258	5	attend	negative	19	n/a	n/a	16	201.0172	5.0	att_neg	n/a	11	1	1	201.017238258
212.003718704	5	attend	neutral	106	n/a	n/a	17	212.0037	5.0	att_neut	n/a	11	1	1	212.003718704
225.014760206	5	attend	negative	4	n/a	n/a	18	225.0148	5.0	att_neg	n/a	11	1	1	225.014760206
240.017243182	5	attend	neutral	104	n/a	n/a	19	240.0172	5.0	att_neut	n/a	11	1	1	240.017243182
252.016163742	5	suppress	negative	32	n/a	n/a	20	252.0162	5.0	suppr_neg	n/a	11	1	1	252.016163742
263.002456784	5	attend	negative	7	n/a	n/a	21	263.0025	5.0	att_neg	n/a	11	1	1	263.002456784
276.013634453	5	attend	negative	8	n/a	n/a	22	276.0136	5.0	att_neg	n/a	11	1	1	276.013634453
292.012049759	5	attend	neutral	105	n/a	n/a	23	292.012	5.0	att_neut	n/a	11	1	1	292.012049759
307.014551276	5	suppress	negative	34	n/a	n/a	24	307.0146	5.0	suppr_neg	n/a	11	1	1	307.014551276
319.013271032	5	suppress	negative	33	n/a	n/a	25	319.0133	5.0	suppr_neg	n/a	11	1	1	319.013271032
332.007841948	5	suppress	negative	29	n/a	n/a	26	332.0078	5.0	suppr_neg	n/a	11	1	1	332.007841948
344.006706889	5	suppress	negative	28	n/a	n/a	27	344.0067	5.0	suppr_neg	n/a	11	1	1	344.006706889
355.009671755	5	attend	negative	15	n/a	n/a	28	355.0097	5.0	att_neg	n/a	11	1	1	355.009671755
365.016890366	5	attend	neutral	115	n/a	n/a	29	365.0169	5.0	att_neut	n/a	11	1	1	365.016890366
381.015172373	5	attend	negative	20	n/a	n/a	30	381.0152	5.0	att_neg	n/a	11	1	1	381.015172373
401.01014874	5	attend	negative	16	n/a	n/a	1	1.0101	5.0	att_neg	n/a	11	2	1	1.01014874
413.009177573	5	attend	neutral	108	n/a	n/a	2	13.0092	5.0	att_neut	n/a	11	2	1	13.009177573
429.007274792	5	attend	negative	13	n/a	n/a	3	29.0073	5.0	att_neg	n/a	11	2	1	29.007274792
443.014146311	5	suppress	negative	22	n/a	n/a	4	43.0141	5.0	suppr_neg	n/a	11	2	1	43.014146311
453.00463203	5	suppress	negative	25	n/a	n/a	5	53.0046	5.0	suppr_neg	n/a	11	2	1	53.00463203
465.003661041	5	suppress	negative	35	n/a	n/a	6	65.0037	5.0	suppr_neg	n/a	11	2	1	65.003661041
477.002524048	5	suppress	negative	26	n/a	n/a	7	77.0025	5.0	suppr_neg	n/a	11	2	1	77.002524048
489.017768954	5	attend	neutral	119	n/a	n/a	8	89.0178	5.0	att_neut	n/a	11	2	1	89.017768954
499.00833445	5	attend	negative	3	n/a	n/a	9	99.0083	5.0	att_neg	n/a	11	2	1	99.00833445
511.007187612	5	attend	negative	1	n/a	n/a	10	111.0072	5.0	att_neg	n/a	11	2	1	111.007187612
527.005465978	5	suppress	negative	31	n/a	n/a	11	127.0055	5.0	suppr_neg	n/a	11	2	1	127.005465978
541.012303957	5	attend	neutral	110	n/a	n/a	12	141.0123	5.0	att_neut	n/a	11	2	1	141.012303957
551.003018069	5	attend	negative	12	n/a	n/a	13	151.003	5.0	att_neg	n/a	11	2	1	151.003018069
570.005098096	5	attend	neutral	114	n/a	n/a	14	170.0051	5.0	att_neut	n/a	11	2	1	170.005098096
583.016300595	5	attend	negative	18	n/a	n/a	15	183.0163	5.0	att_neg	n/a	11	2	1	183.016300595
594.002694174	5	attend	neutral	116	n/a	n/a	16	194.0027	5.0	att_neut	n/a	11	2	1	194.002694174
605.005646447	5	attend	neutral	107	n/a	n/a	17	205.0056	5.0	att_neut	n/a	11	2	1	205.005646447
617.004428497	5	suppress	negative	38	n/a	n/a	18	217.0044	5.0	suppr_neg	n/a	11	2	1	217.004428497
633.002754411	5	attend	neutral	103	n/a	n/a	19	233.0028	5.0	att_neut	n/a	11	2	1	233.002754411
648.005411816	5	attend	negative	2	n/a	n/a	20	248.0054	5.0	att_neg	n/a	11	2	1	248.005411816
659.008511865	5	suppress	negative	30	n/a	n/a	21	259.0085	5.0	suppr_neg	n/a	11	2	1	259.008511865
672.003051047	5	attend	neutral	118	n/a	n/a	22	272.0031	5.0	att_neut	n/a	11	2	1	272.003051047
685.014076956	5	attend	neutral	102	n/a	n/a	23	285.0141	5.0	att_neut	n/a	11	2	1	285.014076956
697.012832657	5	suppress	negative	21	n/a	n/a	24	297.0128	5.0	suppr_neg	n/a	11	2	1	297.012832657
709.011663508	5	attend	negative	5	n/a	n/a	25	309.0117	5.0	att_neg	n/a	11	2	1	309.011663508
720.014547962	5	suppress	negative	24	n/a	n/a	26	320.0145	5.0	suppr_neg	n/a	11	2	1	320.014547962
739.016734232	5	suppress	negative	37	n/a	n/a	27	339.0167	5.0	suppr_neg	n/a	11	2	1	339.016734232
753.007157903	5	attend	negative	9	n/a	n/a	28	353.0072	5.0	att_neg	n/a	11	2	1	353.007157903
767.013924685	5	attend	negative	6	n/a	n/a	29	367.0139	5.0	att_neg	n/a	11	2	1	367.013924685
780.008487955	5	attend	neutral	109	n/a	n/a	30	380.0085	5.0	att_neut	n/a	11	2	1	380.008487955
1.004340399	5	attend	neutral	111	n/a	n/a	1	1.0043	5.0	att_neut	n/a	12	1	1	1.004340399
15.011105963	5	attend	negative	17	n/a	n/a	2	15.0111	5.0	att_neg	n/a	12	1	1	15.011105963
29.01782446	5	attend	negative	14	n/a	n/a	3	29.0178	5.0	att_neg	n/a	12	1	1	29.01782446
41.016588185	5	suppress	negative	40	n/a	n/a	4	41.0166	5.0	suppr_neg	n/a	12	1	1	41.016588185
53.015238109	5	suppress	negative	36	n/a	n/a	5	53.0152	5.0	suppr_neg	n/a	12	1	1	53.015238109
69.013794182	5	attend	negative	10	n/a	n/a	6	69.0138	5.0	att_neg	n/a	12	1	1	69.013794182
83.003985185	5	suppress	negative	23	n/a	n/a	7	83.004	5.0	suppr_neg	n/a	12	1	1	83.003985185
100.014702367	5	attend	neutral	112	n/a	n/a	8	100.0147	5.0	att_neut	n/a	12	1	1	100.014702367
111.017702307	5	attend	neutral	113	n/a	n/a	9	111.0177	5.0	att_neut	n/a	12	1	1	111.017702307
121.008375698	5	suppress	negative	27	n/a	n/a	10	121.0084	5.0	suppr_neg	n/a	12	1	1	121.008375698
139.014765244	5	attend	negative	11	n/a	n/a	11	139.0148	5.0	att_neg	n/a	12	1	1	139.014765244
150.017794985	5	attend	neutral	117	n/a	n/a	12	150.0178	5.0	att_neut	n/a	12	1	1	150.017794985
163.012193458	5	suppress	negative	39	n/a	n/a	13	163.0122	5.0	suppr_neg	n/a	12	1	1	163.012193458
176.006885998	5	attend	neutral	101	n/a	n/a	14	176.0069	5.0	att_neut	n/a	12	1	1	176.006885998
188.005547899	5	attend	neutral	120	n/a	n/a	15	188.0055	5.0	att_neut	n/a	12	1	1	188.005547899
201.016701298	5	attend	negative	19	n/a	n/a	16	201.0167	5.0	att_neg	n/a	12	1	1	201.016701298
212.003114581	5	attend	neutral	106	n/a	n/a	17	212.0031	5.0	att_neut	n/a	12	1	1	212.003114581
225.014216173	5	attend	negative	4	n/a	n/a	18	225.0142	5.0	att_neg	n/a	12	1	1	225.014216173
240.016870151	5	attend	neutral	104	n/a	n/a	19	240.0169	5.0	att_neut	n/a	12	1	1	240.016870151
252.015611975	5	suppress	negative	32	n/a	n/a	20	252.0156	5.0	suppr_neg	n/a	12	1	1	252.015611975
263.001955812	5	attend	negative	7	n/a	n/a	21	263.002	5.0	att_neg	n/a	12	1	1	263.001955812
276.013071929	5	attend	negative	8	n/a	n/a	22	276.0131	5.0	att_neg	n/a	12	1	1	276.013071929
292.011381443	5	attend	neutral	105	n/a	n/a	23	292.0114	5.0	att_neut	n/a	12	1	1	292.011381443
307.014050025	5	suppress	negative	34	n/a	n/a	24	307.0141	5.0	suppr_neg	n/a	12	1	1	307.014050025
319.012890295	5	suppress	negative	33	n/a	n/a	25	319.0129	5.0	suppr_neg	n/a	12	1	1	319.012890295
332.007310046	5	suppress	negative	29	n/a	n/a	26	332.0073	5.0	suppr_neg	n/a	12	1	1	332.007310046
344.006106824	5	suppress	negative	28	n/a	n/a	27	344.0061	5.0	suppr_neg	n/a	12	1	1	344.006106824
355.009089963	5	attend	negative	15	n/a	n/a	28	355.0091	5.0	att_neg	n/a	12	1	1	355.009089963
365.016328885	5	attend	neutral	115	n/a	n/a	29	365.0163	5.0	att_neut	n/a	12	1	1	365.016328885
381.01469843	5	attend	negative	20	n/a	n/a	30	381.0147	5.0	att_neg	n/a	12	1	1	381.01469843
401.008494312	5	attend	negative	16	n/a	n/a	1	1.0085	5.0	att_neg	n/a	12	2	1	1.008494312
413.007314982	5	attend	neutral	108	n/a	n/a	2	13.0073	5.0	att_neut	n/a	12	2	1	13.007314982
429.005515117	5	attend	negative	13	n/a	n/a	3	29.0055	5.0	att_neg	n/a	12	2	1	29.005515117
443.012415539	5	suppress	negative	22	n/a	n/a	4	43.0124	5.0	suppr_neg	n/a	12	2	1	43.012415539
453.003111356	5	suppress	negative	25	n/a	n/a	5	53.0031	5.0	suppr_neg	n/a	12	2	1	53.003111356
465.001875242	5	suppress	negative	35	n/a	n/a	6	65.0019	5.0	suppr_neg	n/a	12	2	1	65.001875242
477.017237015	5	suppress	negative	26	n/a	n/a	7	77.0172	5.0	suppr_neg	n/a	12	2	1	77.017237015
489.016047249	5	attend	neutral	119	n/a	n/a	8	89.016	5.0	att_neut	n/a	12	2	1	89.016047249
499.006700289	5	attend	negative	3	n/a	n/a	9	99.0067	5.0	att_neg	n/a	12	2	1	99.006700289
511.005398428	5	attend	negative	1	n/a	n/a	10	111.0054	5.0	att_neg	n/a	12	2	1	111.005398428
527.003733112	5	suppress	negative	31	n/a	n/a	11	127.0037	5.0	suppr_neg	n/a	12	2	1	127.003733112
541.010537378	5	attend	neutral	110	n/a	n/a	12	141.0105	5.0	att_neut	n/a	12	2	1	141.010537378
551.001232845	5	attend	negative	12	n/a	n/a	13	151.0012	5.0	att_neg	n/a	12	2	1	151.001232845
570.00350355	5	attend	neutral	114	n/a	n/a	14	170.0035	5.0	att_neut	n/a	12	2	1	170.00350355
583.014626537	5	attend	negative	18	n/a	n/a	15	183.0146	5.0	att_neg	n/a	12	2	1	183.014626537
594.017651865	5	attend	neutral	116	n/a	n/a	16	194.0177	5.0	att_neut	n/a	12	2	1	194.017651865
605.004098317	5	attend	neutral	107	n/a	n/a	17	205.0041	5.0	att_neut	n/a	12	2	1	205.004098317
617.002809289	5	suppress	negative	38	n/a	n/a	18	217.0028	5.0	suppr_neg	n/a	12	2	1	217.002809289
633.017754251	5	attend	neutral	103	n/a	n/a	19	233.0178	5.0	att_neut	n/a	12	2	1	233.017754251
648.003649944	5	attend	negative	2	n/a	n/a	20	248.0036	5.0	att_neg	n/a	12	2	1	248.003649944
659.006668131	5	suppress	negative	30	n/a	n/a	21	259.0067	5.0	suppr_neg	n/a	12	2	1	259.006668131
672.001276672	5	attend	neutral	118	n/a	n/a	22	272.0013	5.0	att_neut	n/a	12	2	1	272.001276672
685.012417144	5	attend	neutral	102	n/a	n/a	23	285.0124	5.0	att_neut	n/a	12	2	1	285.012417144
697.01111614	5	suppress	negative	21	n/a	n/a	24	297.0111	5.0	suppr_neg	n/a	12	2	1	297.01111614
709.009851263	5	attend	negative	5	n/a	n/a	25	309.0099	5.0	att_neg	n/a	12	2	1	309.009851263
720.012914186	5	suppress	negative	24	n/a	n/a	26	320.0129	5.0	suppr_neg	n/a	12	2	1	320.012914186
739.015106567	5	suppress	negative	37	n/a	n/a	27	339.0151	5.0	suppr_neg	n/a	12	2	1	339.015106567
753.005380566	5	attend	negative	9	n/a	n/a	28	353.0054	5.0	att_neg	n/a	12	2	1	353.005380566
767.01226295	5	attend	negative	6	n/a	n/a	29	367.0123	5.0	att_neg	n/a	12	2	1	367.01226295
780.006721166	5	attend	neutral	109	n/a	n/a	30	380.0067	5.0	att_neut	n/a	12	2	1	380.006721166
1.001461886	5	attend	negative	57	n/a	n/a	1	1.0015	5.0	att_neg	n/a	13	1	1	1.001461886
13.017046766	5	attend	neutral	108	n/a	n/a	2	13.017	5.0	att_neut	n/a	13	1	1	13.017046766
29.015143287	5	attend	negative	60	n/a	n/a	3	29.0151	5.0	att_neg	n/a	13	1	1	29.015143287
43.005517065	5	suppress	negative	75	n/a	n/a	4	43.0055	5.0	suppr_neg	n/a	13	1	1	43.005517065
53.01269136	5	suppress	negative	64	n/a	n/a	5	53.0127	5.0	suppr_neg	n/a	13	1	1	53.01269136
65.011444973	5	suppress	negative	76	n/a	n/a	6	65.0114	5.0	suppr_neg	n/a	13	1	1	65.011444973
77.0102681	5	suppress	negative	67	n/a	n/a	7	77.0103	5.0	suppr_neg	n/a	13	1	1	77.0102681
89.009040984	5	attend	neutral	101	n/a	n/a	8	89.009	5.0	att_neut	n/a	13	1	1	89.009040984
99.01633503	5	attend	negative	47	n/a	n/a	9	99.0163	5.0	att_neg	n/a	13	1	1	99.01633503
111.015144294	5	attend	negative	53	n/a	n/a	10	111.0151	5.0	att_neg	n/a	13	1	1	111.015144294
127.013433327	5	suppress	negative	71	n/a	n/a	11	127.0134	5.0	suppr_neg	n/a	13	1	1	127.013433327
141.003695268	5	attend	neutral	119	n/a	n/a	12	141.0037	5.0	att_neut	n/a	13	1	1	141.003695268
151.010863037	5	attend	negative	44	n/a	n/a	13	151.0109	5.0	att_neg	n/a	13	1	1	151.010863037
170.013158889	5	attend	neutral	114	n/a	n/a	14	170.0132	5.0	att_neut	n/a	13	1	1	170.013158889
183.007548365	5	attend	negative	54	n/a	n/a	15	183.0075	5.0	att_neg	n/a	13	1	1	183.007548365
194.010588672	5	attend	neutral	105	n/a	n/a	16	194.0106	5.0	att_neut	n/a	13	1	1	194.010588672
205.013752644	5	attend	neutral	118	n/a	n/a	17	205.0138	5.0	att_neut	n/a	13	1	1	205.013752644
217.012413558	5	suppress	negative	66	n/a	n/a	18	217.0124	5.0	suppr_neg	n/a	13	1	1	217.012413558
233.01075998	5	attend	neutral	107	n/a	n/a	19	233.0108	5.0	att_neut	n/a	13	1	1	233.01075998
248.013316695	5	attend	negative	56	n/a	n/a	20	248.0133	5.0	att_neg	n/a	13	1	1	248.013316695
259.01639316	5	suppress	negative	69	n/a	n/a	21	259.0164	5.0	suppr_neg	n/a	13	1	1	259.01639316
272.011021729	5	attend	neutral	120	n/a	n/a	22	272.011	5.0	att_neut	n/a	13	1	1	272.011021729
285.005301451	5	attend	neutral	111	n/a	n/a	23	285.0053	5.0	att_neut	n/a	13	1	1	285.005301451
297.004176063	5	suppress	negative	73	n/a	n/a	24	297.0042	5.0	suppr_neg	n/a	13	1	1	297.004176063
309.002989866	5	attend	negative	55	n/a	n/a	25	309.003	5.0	att_neg	n/a	13	1	1	309.002989866
320.005916855	5	suppress	negative	80	n/a	n/a	26	320.0059	5.0	suppr_neg	n/a	13	1	1	320.005916855
339.008087113	5	suppress	negative	72	n/a	n/a	27	339.0081	5.0	suppr_neg	n/a	13	1	1	339.008087113
353.015081084	5	attend	negative	58	n/a	n/a	28	353.0151	5.0	att_neg	n/a	13	1	1	353.015081084
367.005184171	5	attend	negative	45	n/a	n/a	29	367.0052	5.0	att_neg	n/a	13	1	1	367.005184171
380.01630251	5	attend	neutral	110	n/a	n/a	30	380.0163	5.0	att_neut	n/a	13	1	1	380.01630251
401.009747496	5	attend	neutral	102	n/a	n/a	1	1.0097	5.0	att_neut	n/a	13	2	1	1.009747496
415.0166471	5	attend	negative	41	n/a	n/a	2	15.0166	5.0	att_neg	n/a	13	2	1	15.0166471
429.006699121	5	attend	negative	49	n/a	n/a	3	29.0067	5.0	att_neg	n/a	13	2	1	29.006699121
441.005595828	5	suppress	negative	77	n/a	n/a	4	41.0056	5.0	suppr_neg	n/a	13	2	1	41.005595828
453.004284619	5	suppress	negative	79	n/a	n/a	5	53.0043	5.0	suppr_neg	n/a	13	2	1	53.004284619
469.002728713	5	attend	negative	51	n/a	n/a	6	69.0027	5.0	att_neg	n/a	13	2	1	69.002728713
483.009564434	5	suppress	negative	63	n/a	n/a	7	83.0096	5.0	suppr_neg	n/a	13	2	1	83.009564434
500.003642682	5	attend	neutral	112	n/a	n/a	8	100.0036	5.0	att_neut	n/a	13	2	1	100.003642682
511.006576559	5	attend	neutral	115	n/a	n/a	9	111.0066	5.0	att_neut	n/a	13	2	1	111.006576559
521.013889433	5	suppress	negative	70	n/a	n/a	10	121.0139	5.0	suppr_neg	n/a	13	2	1	121.013889433
539.003785613	5	attend	negative	48	n/a	n/a	11	139.0038	5.0	att_neg	n/a	13	2	1	139.003785613
550.006790994	5	attend	neutral	116	n/a	n/a	12	150.0068	5.0	att_neut	n/a	13	2	1	150.006790994
563.017909324	5	suppress	negative	74	n/a	n/a	13	163.0179	5.0	suppr_neg	n/a	13	2	1	163.017909324
576.012267734	5	attend	neutral	103	n/a	n/a	14	176.0123	5.0	att_neut	n/a	13	2	1	176.012267734
588.011091226	5	attend	neutral	117	n/a	n/a	15	188.0111	5.0	att_neut	n/a	13	2	1	188.011091226
601.005548811	5	attend	negative	42	n/a	n/a	16	201.0055	5.0	att_neg	n/a	13	2	1	201.005548811
612.008607118	5	attend	neutral	113	n/a	n/a	17	212.0086	5.0	att_neut	n/a	13	2	1	212.008607118
625.00319223	5	attend	negative	59	n/a	n/a	18	225.0032	5.0	att_neg	n/a	13	2	1	225.00319223
640.005800698	5	attend	neutral	109	n/a	n/a	19	240.0058	5.0	att_neut	n/a	13	2	1	240.005800698
652.004471639	5	suppress	negative	62	n/a	n/a	20	252.0045	5.0	suppr_neg	n/a	13	2	1	252.004471639
663.007614174	5	attend	negative	52	n/a	n/a	21	263.0076	5.0	att_neg	n/a	13	2	1	263.007614174
676.001983887	5	attend	negative	43	n/a	n/a	22	276.002	5.0	att_neg	n/a	13	2	1	276.001983887
692.016962362	5	attend	neutral	106	n/a	n/a	23	292.017	5.0	att_neut	n/a	13	2	1	292.016962362
707.003109581	5	suppress	negative	78	n/a	n/a	24	307.0031	5.0	suppr_neg	n/a	13	2	1	307.003109581
719.001772842	5	suppress	negative	65	n/a	n/a	25	319.0018	5.0	suppr_neg	n/a	13	2	1	319.001772842
732.012864613	5	suppress	negative	61	n/a	n/a	26	332.0129	5.0	suppr_neg	n/a	13	2	1	332.012864613
744.011700801	5	suppress	negative	68	n/a	n/a	27	344.0117	5.0	suppr_neg	n/a	13	2	1	344.011700801
755.014609179	5	attend	negative	50	n/a	n/a	28	355.0146	5.0	att_neg	n/a	13	2	1	355.014609179
765.005338826	5	attend	neutral	104	n/a	n/a	29	365.0053	5.0	att_neut	n/a	13	2	1	365.005338826
781.003645233	5	attend	negative	46	n/a	n/a	30	381.0036	5.0	att_neg	n/a	13	2	1	381.003645233
1.017162426	5	attend	negative	57	n/a	n/a	1	1.0172	5.0	att_neg	n/a	14	1	1	1.017162426
13.015895132	5	attend	neutral	108	n/a	n/a	2	13.0159	5.0	att_neut	n/a	14	1	1	13.015895132
29.014189484	5	attend	negative	60	n/a	n/a	3	29.0142	5.0	att_neg	n/a	14	1	1	29.014189484
43.004340543	5	suppress	negative	75	n/a	n/a	4	43.0043	5.0	suppr_neg	n/a	14	1	1	43.004340543
53.011756794	5	suppress	negative	64	n/a	n/a	5	53.0118	5.0	suppr_neg	n/a	14	1	1	53.011756794
65.010487307	5	suppress	negative	76	n/a	n/a	6	65.0105	5.0	suppr_neg	n/a	14	1	1	65.010487307
77.009212737	5	suppress	negative	67	n/a	n/a	7	77.0092	5.0	suppr_neg	n/a	14	1	1	77.009212737
89.007989053	5	attend	neutral	101	n/a	n/a	8	89.008	5.0	att_neut	n/a	14	1	1	89.007989053
99.015231886	5	attend	negative	47	n/a	n/a	9	99.0152	5.0	att_neg	n/a	14	1	1	99.015231886
111.014061041	5	attend	negative	53	n/a	n/a	10	111.0141	5.0	att_neg	n/a	14	1	1	111.014061041
127.012398205	5	suppress	negative	71	n/a	n/a	11	127.0124	5.0	suppr_neg	n/a	14	1	1	127.012398205
141.008838534	5	attend	neutral	119	n/a	n/a	12	141.0088	5.0	att_neut	n/a	14	1	1	141.008838534
151.009969805	5	attend	negative	44	n/a	n/a	13	151.01	5.0	att_neg	n/a	14	1	1	151.009969805
170.012138109	5	attend	neutral	114	n/a	n/a	14	170.0121	5.0	att_neut	n/a	14	1	1	170.012138109
183.006649781	5	attend	negative	54	n/a	n/a	15	183.0066	5.0	att_neg	n/a	14	1	1	183.006649781
194.009585683	5	attend	neutral	105	n/a	n/a	16	194.0096	5.0	att_neut	n/a	14	1	1	194.009585683
205.012675754	5	attend	neutral	118	n/a	n/a	17	205.0127	5.0	att_neut	n/a	14	1	1	205.012675754
217.011401962	5	suppress	negative	66	n/a	n/a	18	217.0114	5.0	suppr_neg	n/a	14	1	1	217.011401962
233.009672193	5	attend	neutral	107	n/a	n/a	19	233.0097	5.0	att_neut	n/a	14	1	1	233.009672193
248.012366425	5	attend	negative	56	n/a	n/a	20	248.0124	5.0	att_neg	n/a	14	1	1	248.012366425
259.015332922	5	suppress	negative	69	n/a	n/a	21	259.0153	5.0	suppr_neg	n/a	14	1	1	259.015332922
272.010006099	5	attend	neutral	120	n/a	n/a	22	272.01	5.0	att_neut	n/a	14	1	1	272.010006099
285.004364921	5	attend	neutral	111	n/a	n/a	23	285.0044	5.0	att_neut	n/a	14	1	1	285.004364921
297.003061154	5	suppress	negative	73	n/a	n/a	24	297.0031	5.0	suppr_neg	n/a	14	1	1	297.003061154
309.001899905	5	attend	negative	55	n/a	n/a	25	309.0019	5.0	att_neg	n/a	14	1	1	309.001899905
320.004944066	5	suppress	negative	80	n/a	n/a	26	320.0049	5.0	suppr_neg	n/a	14	1	1	320.004944066
339.007139748	5	suppress	negative	72	n/a	n/a	27	339.0071	5.0	suppr_neg	n/a	14	1	1	339.007139748
353.014059089	5	attend	negative	58	n/a	n/a	28	353.0141	5.0	att_neg	n/a	14	1	1	353.014059089
367.004274835	5	attend	negative	45	n/a	n/a	29	367.0043	5.0	att_neg	n/a	14	1	1	367.004274835
380.015386365	5	attend	neutral	110	n/a	n/a	30	380.0154	5.0	att_neut	n/a	14	1	1	380.015386365
401.001849847	5	attend	neutral	102	n/a	n/a	1	1.0018	5.0	att_neut	n/a	14	2	1	1.001849847
415.008723746	5	attend	negative	41	n/a	n/a	2	15.0087	5.0	att_neg	n/a	14	2	1	15.008723746
429.015649293	5	attend	negative	49	n/a	n/a	3	29.0156	5.0	att_neg	n/a	14	2	1	29.015649293
441.014386917	5	suppress	negative	77	n/a	n/a	4	41.0144	5.0	suppr_neg	n/a	14	2	1	41.014386917
453.013273861	5	suppress	negative	79	n/a	n/a	5	53.0133	5.0	suppr_neg	n/a	14	2	1	53.013273861
469.011550273	5	attend	negative	51	n/a	n/a	6	69.0116	5.0	att_neg	n/a	14	2	1	69.011550273
483.001812552	5	suppress	negative	63	n/a	n/a	7	83.0018	5.0	suppr_neg	n/a	14	2	1	83.001812552
500.012454007	5	attend	neutral	112	n/a	n/a	8	100.0125	5.0	att_neut	n/a	14	2	1	100.012454007
511.015468412	5	attend	neutral	115	n/a	n/a	9	111.0155	5.0	att_neut	n/a	14	2	1	111.015468412
521.006243323	5	suppress	negative	70	n/a	n/a	10	121.0062	5.0	suppr_neg	n/a	14	2	1	121.006243323
539.012556253	5	attend	negative	48	n/a	n/a	11	139.0126	5.0	att_neg	n/a	14	2	1	139.012556253
550.015603781	5	attend	neutral	116	n/a	n/a	12	150.0156	5.0	att_neut	n/a	14	2	1	150.015603781
563.010071422	5	suppress	negative	74	n/a	n/a	13	163.0101	5.0	suppr_neg	n/a	14	2	1	163.010071422
576.004651444	5	attend	neutral	103	n/a	n/a	14	176.0047	5.0	att_neut	n/a	14	2	1	176.004651444
588.003405462	5	attend	neutral	117	n/a	n/a	15	188.0034	5.0	att_neut	n/a	14	2	1	188.003405462
601.014464746	5	attend	negative	42	n/a	n/a	16	201.0145	5.0	att_neg	n/a	14	2	1	201.014464746
612.017378909	5	attend	neutral	113	n/a	n/a	17	212.0174	5.0	att_neut	n/a	14	2	1	212.017378909
625.012054443	5	attend	negative	59	n/a	n/a	18	225.0121	5.0	att_neg	n/a	14	2	1	225.012054443
640.014668116	5	attend	neutral	109	n/a	n/a	19	240.0147	5.0	att_neut	n/a	14	2	1	240.014668116
652.013376926	5	suppress	negative	62	n/a	n/a	20	252.0134	5.0	suppr_neg	n/a	14	2	1	252.013376926
663.016415548	5	attend	negative	52	n/a	n/a	21	263.0164	5.0	att_neg	n/a	14	2	1	263.016415548
676.010888892	5	attend	negative	43	n/a	n/a	22	276.0109	5.0	att_neg	n/a	14	2	1	276.010888892
692.009270302	5	attend	neutral	106	n/a	n/a	23	292.0093	5.0	att_neut	n/a	14	2	1	292.009270302
707.011902868	5	suppress	negative	78	n/a	n/a	24	307.0119	5.0	suppr_neg	n/a	14	2	1	307.011902868
719.010549859	5	suppress	negative	65	n/a	n/a	25	319.0105	5.0	suppr_neg	n/a	14	2	1	319.010549859
732.005147423	5	suppress	negative	61	n/a	n/a	26	332.0051	5.0	suppr_neg	n/a	14	2	1	332.005147423
744.003776819	5	suppress	negative	68	n/a	n/a	27	344.0038	5.0	suppr_neg	n/a	14	2	1	344.003776819
755.006880822	5	attend	negative	50	n/a	n/a	28	355.0069	5.0	att_neg	n/a	14	2	1	355.006880822
765.014112896	5	attend	neutral	104	n/a	n/a	29	365.0141	5.0	att_neut	n/a	14	2	1	365.014112896
781.012564842	5	attend	negative	46	n/a	n/a	30	381.0126	5.0	att_neg	n/a	14	2	1	381.012564842
1.005206704	5	attend	negative	38	n/a	n/a	1	1.0052	5.0	att_neg	n/a	16	1	1	1.005206704
13.003854119	5	attend	neutral	97	n/a	n/a	2	13.0039	5.0	att_neut	n/a	16	1	1	13.003854119
29.002257876	5	attend	negative	36	n/a	n/a	3	29.0023	5.0	att_neg	n/a	16	1	1	29.002257876
43.009143136	5	suppress	negative	53	n/a	n/a	4	43.0091	5.0	suppr_neg	n/a	16	1	1	43.009143136
53.016306228	5	suppress	negative	42	n/a	n/a	5	53.0163	5.0	suppr_neg	n/a	16	1	1	53.016306228
