onset	duration	trial_type	image_type	image_num	response	reaction_time	trial_num	onset_orig	duration_orig	trial_type_orig	rating_par_orig
1.00526463099959	5	attend	negative	66	n/a	n/a	1	1.0053	5	att_neg	n/a
8.00870091599973	3	rate	n/a	n/a	98	1.42498364099993	1	8.0087	3	rating_par	-0.069
13.004069266	5	attend	neutral	99	n/a	n/a	2	13.0041	5	att_neut	n/a
19.0117677539997	3	rate	n/a	n/a	98	0.70087976800005	2	19.0118	3	rating_par	-0.069
29.0024187899999	5	attend	negative	72	n/a	n/a	3	29.0024	5	att_neg	n/a
37.0015824489997	3	rate	n/a	n/a	98	1.15729711199992	3	37.0016	3	rating_par	-0.069
43.009274599	5	suppress	negative	7	n/a	n/a	4	43.0093	5	suppr_neg	n/a
49.016949504	3	rate	n/a	n/a	98	0.75763833999963	4	49.0169	3	rating_par	-0.069
53.0164482629998	5	suppress	negative	17	n/a	n/a	5	53.0164	5	suppr_neg	n/a
60.003352707	3	rate	n/a	n/a	98	0.973681592000048	5	60.0034	3	rating_par	-0.069
65.015320253	5	suppress	negative	4	n/a	n/a	6	65.0153	5	suppr_neg	n/a
71.0063997139996	3	rate	n/a	n/a	98	0.575871200000165	6	71.0064	3	rating_par	-0.069
77.0140507699998	5	suppress	negative	20	n/a	n/a	7	77.0141	5	suppr_neg	n/a
84.000815678	3	rate	n/a	n/a	98	0.720448204999684	7	84.0008	3	rating_par	-0.069
89.012768051	5	attend	neutral	89	n/a	n/a	8	89.0128	5	att_neut	n/a
95.0039103519998	3	rate	n/a	n/a	98	0.842183929999919	8	95.0039	3	rating_par	-0.069
99.0034744969998	5	attend	negative	63	n/a	n/a	9	99.0035	5	att_neg	n/a
105.011153194	3	rate	n/a	n/a	98	1.20341916200005	9	105.0112	3	rating_par	-0.069
111.002333454	5	attend	negative	76	n/a	n/a	10	111.0023	5	att_neg	n/a
119.001358726	3	rate	n/a	n/a	98	1.86315889499974	10	119.0014	3	rating_par	-0.069
127.017185678	5	suppress	negative	8	n/a	n/a	11	127.0172	5	suppr_neg	n/a
134.003944389	3	rate	n/a	n/a	98	2.0511074179999	11	134.0039	3	rating_par	-0.069
141.007463369	5	attend	neutral	96	n/a	n/a	12	141.0075	5	att_neut	n/a
147.01514453	3	rate	n/a	n/a	98	1.984009367	12	147.0151	3	rating_par	-0.069
151.014643538	5	attend	negative	80	n/a	n/a	13	151.0146	5	att_neg	n/a
159.013854511	3	rate	n/a	n/a	98	1.01806474299974	13	159.0139	3	rating_par	-0.069
170.016865341	5	attend	neutral	98	n/a	n/a	14	170.0169	5	att_neut	n/a
177.003723985	3	rate	n/a	n/a	98	0.757528972999808	14	177.0037	3	rating_par	-0.069
183.011428075	5	attend	negative	78	n/a	n/a	15	183.0114	5	att_neg	n/a
190.01484412	3	rate	n/a	n/a	98	1.58389070699968	15	190.0148	3	rating_par	-0.069
194.01432461	5	attend	neutral	94	n/a	n/a	16	194.0143	5	att_neut	n/a
