onset	duration	trial_type	image_type	image_num	response	reaction_time	trial_num	onset_orig	duration_orig	trial_type_orig	rating_par_orig
1.00744121699972	5	attend	neutral	94	n/a	n/a	1	1.0074	5	att_neut	n/a
7.01507271700029	3	rate	n/a	n/a	98	0.649364594999497	1	7.0151	3	rating_par	-0.8667
15.0142336360004	5	attend	negative	24	n/a	n/a	2	15.0142	5	att_neg	n/a
21.0053563050005	3	rate	n/a	n/a	103	1.13644212399959	2	21.0054	3	rating_par	1.1333
29.0045472109996	5	attend	negative	34	n/a	n/a	3	29.0045	5	att_neg	n/a
36.0079865309999	3	rate	n/a	n/a	121	1.22987656000078	3	36.008	3	rating_par	0.1333
41.0034618209993	5	suppress	negative	58	n/a	n/a	4	41.0035	5	suppr_neg	n/a
48.0067229779997	3	rate	n/a	n/a	98	0.358450992000144	4	48.0067	3	rating_par	-0.8667
53.0019183549994	5	suppress	negative	51	n/a	n/a	5	53.0019	5	suppr_neg	n/a
61.0011392209999	3	rate	n/a	n/a	103	0.524761568000031	5	61.0011	3	rating_par	1.1333
69.0170545330002	5	attend	negative	26	n/a	n/a	6	69.0171	5	att_neg	n/a
76.003843688999	3	rate	n/a	n/a	103	0.467620642000838	6	76.0038	3	rating_par	1.1333
83.0072775059998	5	suppress	negative	48	n/a	n/a	7	83.0073	5	suppr_neg	n/a
89.0149486570008	3	rate	n/a	n/a	103	2.15823255299983	7	89.0149	3	rating_par	1.1333
100.001288504	5	attend	neutral	91	n/a	n/a	8	100.0013	5	att_neut	n/a
106.008977829	3	rate	n/a	n/a	98	0.925223886999447	8	106.009	3	rating_par	-0.8667
111.004258176001	5	attend	neutral	88	n/a	n/a	9	111.0043	5	att_neut	n/a
117.0120412	3	rate	n/a	n/a	98	0.441411891999451	9	117.012	3	rating_par	-0.8667
121.011647629999	5	suppress	negative	54	n/a	n/a	10	121.0116	5	suppr_neg	n/a
127.002567973001	3	rate	n/a	n/a	121	0.349078096000085	10	127.0026	3	rating_par	0.1333
139.001307015	5	attend	negative	28	n/a	n/a	11	139.0013	5	att_neg	n/a
146.004948389	3	rate	n/a	n/a	114	0.585167220000585	11	146.0049	3	rating_par	2.1333
150.004445585	5	attend	neutral	84	n/a	n/a	12	150.0044	5	att_neut	n/a
157.007865586	3	rate	n/a	n/a	98	0.34209816099974	12	157.0079	3	rating_par	-0.8667
163.015652218	5	suppress	negative	55	n/a	n/a	13	163.0157	5	suppr_neg	n/a
171.014809701001	3	rate	n/a	n/a	98	0.46327066899903	13	171.0148	3	rating_par	-0.8667
176.009976887999	5	attend	neutral	89	n/a	n/a	14	176.01	5	att_neut	n/a
183.013441741999	3	rate	n/a	n/a	98	0.302956077000999	14	183.0134	3	rating_par	-0.8667
188.008887448999	5	attend	neutral	98	n/a	n/a	15	188.0089	5	att_neut	n/a
196.008067957	3	rate	n/a	n/a	98	0.398614633000761	15	196.0081	3	rating_par	-0.8667
201.003159934	5	attend	negative	31	n/a	n/a	16	201.0032	5	att_neg	n/a
208.006713295999	3	rate	n/a	n/a	121	0.424985163999736	16	208.0067	3	rating_par	0.1333
212.006455835999	5	attend	neutral	81	n/a	n/a	17	212.0065	5	att_neut	n/a
219.009718814001	3	rate	n/a	n/a	98	0.340899896998963	17	219.0097	3	rating_par	-0.8667
225.01757541	5	attend	negative	32	n/a	n/a	18	225.0176	5	att_neg	n/a
233.016569965999	3	rate	n/a	n/a	103	0.604699844001516	18	233.0166	3	rating_par	1.1333
240.003374036	5	attend	neutral	86	n/a	n/a	19	240.0034	5	att_neut	n/a
247.006869033999	3	rate	n/a	n/a	98	0.447182906000307	19	247.0069	3	rating_par	-0.8667
252.002283248001	5	suppress	negative	46	n/a	n/a	20	252.0023	5	suppr_neg	n/a
259.005658716	3	rate	n/a	n/a	121	0.375639673000478	20	259.0057	3	rating_par	0.1333
263.005286527999	5	attend	negative	29	n/a	n/a	21	263.0053	5	att_neg	n/a
270.008750945999	3	rate	n/a	n/a	103	0.446876916001202	21	270.0088	3	rating_par	1.1333
276.016308476999	5	attend	negative	35	n/a	n/a	22	276.0163	5	att_neg	n/a
285.011293022	3	rate	n/a	n/a	103	0.475333677999515	22	285.0113	3	rating_par	1.1333
292.01468654	5	attend	neutral	90	n/a	n/a	23	292.0147	5	att_neut	n/a
301.009722036	3	rate	n/a	n/a	121	1.74320450999949	23	301.0097	3	rating_par	0.1333
307.01730906	5	suppress	negative	59	n/a	n/a	24	307.0173	5	suppr_neg	n/a
314.004092587	3	rate	n/a	n/a	98	0.803580666000926	24	314.0041	3	rating_par	-0.8667
319.016133425001	5	suppress	negative	50	n/a	n/a	25	319.0161	5	suppr_neg	n/a
325.007142478	3	rate	n/a	n/a	121	0.831185250999624	25	325.0071	3	rating_par	0.1333
332.010665733	5	suppress	negative	41	n/a	n/a	26	332.0107	5	suppr_neg	n/a
339.013925088	3	rate	n/a	n/a	98	0.354466933000367	26	339.0139	3	rating_par	-0.8667
344.009309945	5	suppress	negative	45	n/a	n/a	27	344.0093	5	suppr_neg	n/a
351.012794935999	3	rate	n/a	n/a	98	0.511842642999909	27	351.0128	3	rating_par	-0.8667
355.012252521001	5	attend	negative	33	n/a	n/a	28	355.0123	5	att_neg	n/a
361.00344326	3	rate	n/a	n/a	121	0.532026420998591	28	361.0034	3	rating_par	0.1333
365.003038049001	5	attend	neutral	87	n/a	n/a	29	365.003	5	att_neut	n/a
373.002155343	3	rate	n/a	n/a	98	0.341856826000367	29	373.0022	3	rating_par	-0.8667
381.001330424	5	attend	negative	22	n/a	n/a	30	381.0013	5	att_neg	n/a
387.009060385	3	rate	n/a	n/a	103	0.611607374999949	30	387.0091	3	rating_par	1.1333
