onset	duration	trial_type	image_type	image_num	response	reaction_time	trial_num	onset_orig	duration_orig	trial_type_orig	rating_par_orig
1.00711402399975	5	attend	negative	16	n/a	n/a	1	1.0071	5	att_neg	n/a
8.01063280500011	3	rate	n/a	n/a	98	0.499717116999818	1	8.0106	3	rating_par	-0.1333
13.0059778919999	5	attend	neutral	108	n/a	n/a	2	13.006	5	att_neut	n/a
19.0136309320001	3	rate	n/a	n/a	98	0.272929261999707	2	19.0136	3	rating_par	-0.1333
29.0043267209999	5	attend	negative	13	n/a	n/a	3	29.0043	5	att_neg	n/a
37.0034299559998	3	rate	n/a	n/a	121	0.44152239999994	3	37.0034	3	rating_par	0.8667
43.011173974	5	suppress	negative	22	n/a	n/a	4	43.0112	5	suppr_neg	n/a
49.002090852	3	rate	n/a	n/a	98	0.37006736100011	4	49.0021	3	rating_par	-0.1333
53.0018388779999	5	suppress	negative	25	n/a	n/a	5	53.0018	5	suppr_neg	n/a
60.005252506	3	rate	n/a	n/a	98	0.7938109050001	5	60.0053	3	rating_par	-0.1333
65.0172743160001	5	suppress	negative	35	n/a	n/a	6	65.0173	5	suppr_neg	n/a
71.0082736929999	3	rate	n/a	n/a	98	0.38821004700003	6	71.0083	3	rating_par	-0.1333
77.0159119259997	5	suppress	negative	26	n/a	n/a	7	77.0159	5	suppr_neg	n/a
84.0027351200001	3	rate	n/a	n/a	98	0.442858785999761	7	84.0027	3	rating_par	-0.1333
89.0146536709999	5	attend	neutral	119	n/a	n/a	8	89.0147	5	att_neut	n/a
95.0057859969997	3	rate	n/a	n/a	98	0.638316080000095	8	95.0058	3	rating_par	-0.1333
99.0052060200001	5	attend	negative	3	n/a	n/a	9	99.0052	5	att_neg	n/a
105.01309462	3	rate	n/a	n/a	98	0.279229231000045	9	105.0131	3	rating_par	-0.1333
111.004131912	5	attend	negative	1	n/a	n/a	10	111.0041	5	att_neg	n/a
119.003331851	3	rate	n/a	n/a	98	0.337739576999866	10	119.0033	3	rating_par	-0.1333
