onset	duration	trial_type	image_type	image_num	response	reaction_time	trial_num	onset_orig	duration_orig	trial_type_orig	rating_par_orig
1.00849431200004	5	attend	negative	16	n/a	n/a	1	1.0085	5	att_neg	n/a
8.0118416180012	3	rate	n/a	n/a	98	0.442775833998894	1	8.0118	3	rating_par	-0.3
13.007314982	5	attend	neutral	108	n/a	n/a	2	13.0073	5	att_neut	n/a
19.0150186970004	3	rate	n/a	n/a	98	0.721682523000709	2	19.015	3	rating_par	-0.3
29.005515117	5	attend	negative	13	n/a	n/a	3	29.0055	5	att_neg	n/a
37.0047752000009	3	rate	n/a	n/a	121	0.355413670999042	3	37.0048	3	rating_par	0.7
43.0124155390004	5	suppress	negative	22	n/a	n/a	4	43.0124	5	suppr_neg	n/a
49.0034749189999	3	rate	n/a	n/a	98	0.515632855000149	4	49.0035	3	rating_par	-0.3
53.0031113559999	5	suppress	negative	25	n/a	n/a	5	53.0031	5	suppr_neg	n/a
60.0065324730003	3	rate	n/a	n/a	98	0.297818012999414	5	60.0065	3	rating_par	-0.3
65.0018752420001	5	suppress	negative	35	n/a	n/a	6	65.0019	5	suppr_neg	n/a
71.0096352880009	3	rate	n/a	n/a	98	0.335436579998714	6	71.0096	3	rating_par	-0.3
77.0172370150012	5	suppress	negative	26	n/a	n/a	7	77.0172	5	suppr_neg	n/a
84.0039137690001	3	rate	n/a	n/a	121	0.5633536309997	7	84.0039	3	rating_par	0.7
89.0160472490006	5	attend	neutral	119	n/a	n/a	8	89.016	5	att_neut	n/a
95.0070803130002	3	rate	n/a	n/a	98	0.482688276999397	8	95.0071	3	rating_par	-0.3
99.0067002890009	5	attend	negative	3	n/a	n/a	9	99.0067	5	att_neg	n/a
105.014288267001	3	rate	n/a	n/a	98	0.296907418000046	9	105.0143	3	rating_par	-0.3
111.005398428	5	attend	negative	1	n/a	n/a	10	111.0054	5	att_neg	n/a
119.004585366001	3	rate	n/a	n/a	98	0.412262604999341	10	119.0046	3	rating_par	-0.3
127.003733112	5	suppress	negative	31	n/a	n/a	11	127.0037	5	suppr_neg	n/a
134.007269302001	3	rate	n/a	n/a	121	1.09852316199976	11	134.0073	3	rating_par	0.7
141.010537378001	5	attend	neutral	110	n/a	n/a	12	141.0105	5	att_neut	n/a
147.001733475001	3	rate	n/a	n/a	98	0.525156996998703	12	147.0017	3	rating_par	-0.3
151.001232845001	5	attend	negative	12	n/a	n/a	13	151.0012	5	att_neg	n/a
159.017129521	3	rate	n/a	n/a	121	1.65647265200096	13	159.0171	3	rating_par	0.7
170.00350355	5	attend	neutral	114	n/a	n/a	14	170.0035	5	att_neut	n/a
177.00696321	3	rate	n/a	n/a	98	0.353397888000472	14	177.007	3	rating_par	-0.3
183.014626537	5	attend	negative	18	n/a	n/a	15	183.0146	5	att_neg	n/a
190.001401198	3	rate	n/a	n/a	98	0.774980346999655	15	190.0014	3	rating_par	-0.3
194.017651865001	5	attend	neutral	116	n/a	n/a	16	194.0177	5	att_neut	n/a
201.004525048	3	rate	n/a	n/a	98	1.64561483000034	16	201.0045	3	rating_par	-0.3
205.004098317	5	attend	neutral	107	n/a	n/a	17	205.0041	5	att_neut	n/a
212.007485080001	3	rate	n/a	n/a	98	0.299571801999264	17	212.0075	3	rating_par	-0.3
